"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NIU","Niu Technologies","8.98","$667.55M","2018","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/niu",
"NIHD","NII Holdings, Inc.","1.86","$189.11M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/nihd",
"NCBS","Nicolet Bankshares Inc.","72.46","$678.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/ncbs",
"NICK","Nicholas Financial, Inc.","8.93","$70.55M","n/a","Finance","Finance Companies","https://old.nasdaq.com/symbol/nick",
"NICE","NICE Ltd","151.49","$9.41B","n/a","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/nice",
"EGOV","NIC Inc.","22.69","$1.52B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/egov",
"NODK","NI Holdings, Inc.","16.74","$369.87M","2017","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nodk",
"NGM","NGM Biopharmaceuticals, Inc.","16.48","$1.09B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ngm",
"BIMI","NF Energy Saving Corporation","2.63","$23.86M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/bimi",
"NXGN","NextGen Healthcare, Inc.","18.42","$1.21B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/nxgn",
"NEXT","NextDecade Corporation","6.55","$791M","2015","Public Utilities","Oil & Gas Production","https://old.nasdaq.com/symbol/next",
"NXTC","NextCure, Inc.","47.81","$1.09B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nxtc",
"NXST","Nexstar Media Group, Inc.","107.71","$4.97B","2003","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/nxst",
"NXMD","Nexeon Medsystems, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/nxmd",
"NEWTL","Newtek Business Services Corp.","25.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newtl",
"NEWTI","Newtek Business Services Corp.","25.601","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newti",
"NEWT","Newtek Business Services Corp.","23.37","$447.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/newt",
"NWSA","News Corporation","12.88","$7.57B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nwsa",
"NWS","News Corporation","13.17","$7.75B","n/a","Consumer Services","Newspapers/Magazines","https://old.nasdaq.com/symbol/nws",
"NMRK","Newmark Group, Inc.","13.05","$2.35B","2017","Finance","Real Estate","https://old.nasdaq.com/symbol/nmrk",
"NLNK","NewLink Genetics Corporation","1.52","$56.72M","2011","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nlnk",
"NWL","Newell Brands Inc.","19.22","$8.14B","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/nwl",
"NEWA","Newater Technology, Inc.","5.6201","$60.75M","2017","Basic Industries","Miscellaneous","https://old.nasdaq.com/symbol/newa",
"NYMTP","New York Mortgage Trust, Inc.","25.03","$75.09M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtp",
"NYMTO","New York Mortgage Trust, Inc.","25.1754","$90.63M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymto",
"NYMTN","New York Mortgage Trust, Inc.","25.3","$136.62M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtn",
"NYMTM","New York Mortgage Trust, Inc.","25.14","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymtm",
"NYMT","New York Mortgage Trust, Inc.","6.23","$1.64B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/nymt",
"NPAWW","New Providence Acquisition Corp.","0.75","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npaww",
"NPAUU","New Providence Acquisition Corp.","10.22","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npauu",
"NPA","New Providence Acquisition Corp.","9.8184","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/npa",
"NFE","New Fortress Energy LLC","14.97","$2.51B","2019","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/nfe",
"NBEV","New Age Beverages Corporation","2.16","$169.23M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/nbev",
"NTRP","Neurotrope, Inc.","0.86","$11.2M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ntrp",
"STIM","Neuronetics, Inc.","4.32","$80.49M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/stim",
"NUROW","NeuroMetrix, Inc.","0.0123","n/a","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nurow",
"NURO","NeuroMetrix, Inc.","4.65","$45.49M","2004","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nuro",
"NBIX","Neurocrine Biosciences, Inc.","116.61","$10.74B","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nbix",
"NBSE","NeuBase Therapeutics, Inc. ","6.75","$115.23M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbse",
"NTWK","NetSol Technologies Inc.","3.88","$45.26M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ntwk",
"NTCT","NetScout Systems, Inc.","25.2","$1.89B","1999","Technology","EDP Services","https://old.nasdaq.com/symbol/ntct",
"NTGR","NETGEAR, Inc.","25.11","$757M","2003","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/ntgr",
"NFLX","Netflix, Inc.","314.66","$137.9B","2002","Consumer Services","Consumer Electronics/Video Chains","https://old.nasdaq.com/symbol/nflx",
"NFINW","Netfin Acquisition Corp.","0.2814","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/nfinw",
"NFINU","Netfin Acquisition Corp.","10.125","$228.98M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/nfinu",
"NFIN","Netfin Acquisition Corp.","9.87","$256.43M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/nfin",
"NTES","NetEase, Inc.","315.32","$40.35B","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ntes",
"NTAP","NetApp, Inc.","60.59","$14.42B","1995","Technology","Electronic Components","https://old.nasdaq.com/symbol/ntap",
"NETE","Net Element, Inc.","3.92","$16.14M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/nete",
"UEPS","Net 1 UEPS Technologies, Inc.","3.5","$197.99M","2005","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ueps",
"NEPT","Neptune Wellness Solutions Inc.","2.89","$269.41M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nept",
"NEPH","Nephros, Inc.","8.35","$66.49M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/neph",
"NVCN","Neovasc Inc.","2.98","$22.29M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nvcn",
"NEOS","Neos Therapeutics, Inc.","1.66","$82.55M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/neos",
"NEON","Neonode Inc.","1.3","$11.45M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/neon",
"NTGN","Neon Therapeutics, Inc.","1.14","$32.35M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ntgn",
"NLTX","Neoleukin Therapeutics, Inc.","5.58","$157M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nltx",
"NEO","NeoGenomics, Inc.","25.81","$2.68B","n/a","Health Care","Precision Instruments","https://old.nasdaq.com/symbol/neo",
"NEOG","Neogen Corporation","66.57","$3.49B","1989","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/neog",
"NMRD","Nemaura Medical Inc.","0.57","$118.61M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/nmrd",
"NKTR","Nektar Therapeutics","20.29","$3.57B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nktr",
"NEBUW","Nebula Acquisition Corporation","0.97","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nebuw",
"NEBUU","Nebula Acquisition Corporation","10.53","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nebuu",
"NEBU","Nebula Acquisition Corporation","10.25","$352.34M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/nebu",
"NCSM","NCS Multistage Holdings, Inc.","2.15","$100.59M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ncsm",
"NBTB","NBT Bancorp Inc.","40","$1.75B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nbtb",
"NMCI","Navios Maritime Containers L.P.","1.7365","$60.09M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/nmci",
"NAVI","Navient Corporation","14.35","$3.17B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/navi",
"JSM","Navient Corporation","23.2","n/a","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jsm",
"NTUS","Natus Medical Incorporated","31.99","$1.09B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/ntus",
"NATR","Nature&#39;s Sunshine Products, Inc.","10.045","$193.89M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/natr",
"NHTC","Natural Health Trends Corp.","5.77","$62.24M","n/a","Consumer Durables","Consumer Specialties","https://old.nasdaq.com/symbol/nhtc",
"NAII","Natural Alternatives International, Inc.","7.76","$55.62M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/naii",
"NWLI","National Western Life Group, Inc.","252.23","$917.11M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/nwli",
"EYE","National Vision Holdings, Inc.","30.2","$2.39B","2017","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/eye",
"NSEC","National Security Group, Inc.","13.5","$34.18M","n/a","Finance","Life Insurance","https://old.nasdaq.com/symbol/nsec",
"NRC","National Research Corporation","64.51","$1.6B","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://old.nasdaq.com/symbol/nrc",
"NATI","National Instruments Corporation","42.12","$5.52B","1995","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/nati",
"NHLDW","National Holdings Corporation","0.15","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nhldw",
"NHLD","National Holdings Corporation","2.6455","$34.56M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/nhld",
"NGHCZ","National General Holdings Corp","26","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcz",
"NGHCP","National General Holdings Corp","25.4959","$56.09M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcp",
"NGHCO","National General Holdings Corp","25.2","$4.16M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghco",
"NGHCN","National General Holdings Corp","24.8","$4.96M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghcn",
"NGHC","National General Holdings Corp","21.29","$2.41B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/nghc",
"NESRW","National Energy Services Reunited Corp.","0.727","n/a","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nesrw",
"NESR","National Energy Services Reunited Corp.","9.15","$797.4M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nesr",
"NCMI","National CineMedia, Inc.","6.71","$531.71M","2007","Consumer Services","Advertising","https://old.nasdaq.com/symbol/ncmi",
"FIZZ","National Beverage Corp.","49.64","$2.31B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/fizz",
"NKSH","National Bankshares, Inc.","42.88","$278.27M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/nksh",
"NATH","Nathan&#39;s Famous, Inc.","74.55","$315.13M","1993","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/nath",
"NTRA","Natera, Inc.","36.49","$2.56B","2015","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/ntra",
"NDAQ","Nasdaq, Inc.","104.8","$17.18B","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ndaq",
"NSSC","NAPCO Security Technologies, Inc.","31.25","$577.43M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/nssc",
"NK","NantKwest, Inc.","1.72","$169.09M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nk",
"NH","NantHealth, Inc.","1.18","$130.53M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/nh",
"NAOV","NanoVibronix, Inc.","2.85","$12.63M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/naov",
"NSTG","NanoString Technologies, Inc.","26.92","$954.15M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/nstg",
"NNDM","Nano Dimension Ltd.","2.6","$10.69M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/nndm",
"NAKD","Naked Brand Group Limited","0.0328","$7.32M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/nakd",
"NBRV","Nabriva Therapeutics plc","2.02","$158.27M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/nbrv",
"MYGN","Myriad Genetics, Inc.","25.74","$1.91B","1995","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/mygn",
"MYRG","MYR Group, Inc.","34.36","$572.02M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/myrg",
"MYOS","MYOS RENS Technology Inc.","1.47","$13.49M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myos",
"MYOK","MyoKardia, Inc.","65.15","$3.01B","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myok",
"MYL","Mylan N.V.","18.78","$9.69B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/myl",
"MYSZ","My Size, Inc.","3.5899","$7.15M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mysz",
"MVBF","MVB Financial Corp.","21.3","$251.86M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mvbf",
"MFSF","MutualFirst Financial Inc.","39.65","$338.27M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/mfsf",
"MBIO","Mustang Bio, Inc.","3.17","$128.59M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mbio",
"MUDSW","Mudrick Capital Acquisition Corporation","0.59","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/mudsw",
"MUDSU","Mudrick Capital Acquisition Corporation","10.63","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/mudsu",
"MUDS","Mudrick Capital Acquisition Corporation","10.3","$267.8M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/muds",
"MTSC","MTS Systems Corporation","45.42","$878.17M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/mtsc",
"MTBCP","MTBC, Inc.","26.44","$24.57M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtbcp",
"MTBC","MTBC, Inc.","4.075","$49.79M","2014","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/mtbc",
"MSBF","MSB Financial Corp.","15.5","$80.37M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/msbf",
"COOP","Mr. Cooper Group Inc.","13.44","$1.22B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/coop",
"MOXC","Moxian, Inc.","2.3599","$38.21M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/moxc",
"MPVD","Mountain Province Diamonds Inc.","0.864","$181.56M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/mpvd",
"MOTS","Motus GI Holdings, Inc.","1.8776","$54.01M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/mots",
"MPAA","Motorcar Parts of America, Inc.","19.51","$368.55M","n/a","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/mpaa",
"MTFBW","Motif Bio plc","0.01","n/a","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtfbw",
"MTFB","Motif Bio plc","0.0933","$1.6M","2016","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mtfb",
"MOTA","Mota Group, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mota",
"MOSY","MoSys, Inc.","1.76","$3.83M","2001","Technology","Semiconductors","https://old.nasdaq.com/symbol/mosy",
"MOR","MorphoSys AG","30.62","$3.88B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mor",
"MORF","Morphic Holding, Inc.","15.88","$484.39M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/morf",
"MORN","Morningstar, Inc.","157.1","$6.73B","2005","Finance","Investment Managers","https://old.nasdaq.com/symbol/morn",
"MNST","Monster Beverage Corporation","59.82","$32.16B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/mnst",
"MRCCL","Monroe Capital Corporation","25.49","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mrccl",
"MRCC","Monroe Capital Corporation","11.3","$231.02M","2012","n/a","n/a","https://old.nasdaq.com/symbol/mrcc",
"MNRO","Monro, Inc. ","73.4","$2.44B","1991","Consumer Services","Automotive Aftermarket","https://old.nasdaq.com/symbol/mnro",
"MNPR","Monopar Therapeutics Inc.","n/a","n/a","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/mnpr",
"MPWR","Monolithic Power Systems, Inc.","160.68","$6.98B","2004","Technology","Semiconductors","https://old.nasdaq.com/symbol/mpwr",
"MNCLW","Monocle Acquisition Corporation","0.49","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mnclw",
"MNCLU","Monocle Acquisition Corporation","10.5","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/mnclu",
